nightly_fee,cleaning_fee,occupancy_tax_rate,avg_rating,reviews,city,max_capacity
84,28,0.12,0.84,377,Aracelystad,7
114,25,0.1,1.91,59,Quincyfort,3
210,76,0.12,0.86,770,North Rita,9
118,64,0.12,3.69,277,Lake Tonyview,7
299,28,0.10,3.05,117,Port Theo,9
156,59,0.09,4.56,53,South Laurencestad,10
284,79,0.08,3.67,84,Jakaylaborough,2
225,36,0.12,4.5,58,South Conradborough,8
136,58,0.08,3.75,474,Port Nayeli,2
210,34,0.10,3.21,887,East Rigobertomouth,10
103,76,0.12,4.96,293,DuBuquetown,4
258,26,0.11,2.74,994,East Greenland,3
121,31,0.08,0.39,458,Rodrigoview,3
204,41,0.11,0.07,328,Ralphfurt,5
218,26,0.10,1.65,194,Port Ismaelmouth,4
179,40,0.11,1.35,516,West Liafurt,7
118,47,0.08,1.4,826,Hyattview,3
244,33,0.10,0.05,365,O'Connerberg,5
282,45,0.12,3.09,368,Karianneberg,10
245,26,0.09,3.31,814,North Dorotheaside,4
358,62,0.11,4.51,477,New Lydia,7
194,43,0.12,1.42,936,West Carlottafurt,2
152,77,0.08,4.57,745,West Magdalenland,6
65,63,0.11,0.43,636,North Isadoreberg,8
342,28,0.11,2.63,237,Ritchieshire,5
153,33,0.09,2.24,550,Mitchellview,3
210,55,0.08,0.33,285,Estellamouth,4
287,78,0.08,3.37,578,Esperanzamouth,5
293,61,0.08,3.29,267,Rickystad,2
159,30,0.09,2.82,562,New Horace,5
62,34,0.12,0.2,793,West Annieberg,10
122,40,0.09,0.83,140,Herminachester,6
325,24,0.10,2.23,426,West Helen,6
231,27,0.08,4.93,837,Forresthaven,6
90,38,0.11,0.3,831,Port Jerroldbury,2
268,41,0.12,2.78,345,Vernview,10
201,44,0.11,1.26,201,Bergnaumborough,7
81,52,0.10,3.2,199,Port Rowan,9
256,69,0.08,0.56,976,East Mavisfurt,10
309,27,0.10,3.85,733,North Laurel,10
111,53,0.08,0.21,38,Haleymouth,7
310,23,0.08,3.36,834,East Savannabury,4
240,38,0.10,2.77,94,Carmelamouth,10
290,23,0.13,1.41,511,North Antwan,6
298,40,0.10,4.21,877,Lake Earlene,3
136,63,0.11,3.52,2,Blandabury,4
207,24,0.08,4.36,571,East Lanceside,3
309,56,0.12,2.33,479,South Norvalfurt,2
288,73,0.11,3.87,934,Michelleside,5
276,28,0.12,1.23,405,Jarenland,10
79,76,0.11,0.34,110,West Reyna,3
341,21,0.10,2.41,599,South Ciara,6
63,27,0.11,3.38,156,Vivianneville,9
262,47,0.12,3.1,754,West Hankburgh,8
277,63,0.12,2.75,355,Bergnaumville,4
199,66,0.10,2.45,856,New Mayeton,7
62,67,0.09,3.09,976,Domingoport,2
124,70,0.10,1.79,383,Spinkaburgh,3
338,61,0.10,2.06,253,New Noemiton,9
266,58,0.12,4.38,907,East Mack,6
262,63,0.13,0.95,425,New Ernestina,7
269,74,0.10,4.34,746,South Melisa,8
202,78,0.09,1.95,699,Vernicetown,4
215,32,0.09,3.68,473,West Annette,4
310,54,0.08,0.83,604,East Claudine,8
348,31,0.08,4.85,670,Mrazchester,7
154,67,0.09,1.77,701,North Guillermoberg,7
105,66,0.12,1.42,708,Philipshire,4
155,45,0.08,2.07,746,Vandervortton,9
141,30,0.10,1.8,153,Clarissahaven,5
332,62,0.08,3.8,286,South Sadyeview,8
117,65,0.08,4.06,463,East Anaisland,2
208,51,0.09,1.27,324,New Chaz,10
135,74,0.12,4.99,209,MacGyverland,5
65,69,0.09,4.33,950,Vinniechester,6
146,38,0.10,1.5,522,Lexusview,8
153,39,0.09,2.07,299,South Delia,4
175,39,0.12,2.23,447,Russelbury,9
207,56,0.08,2.17,319,Ebertshire,9
318,43,0.09,2.87,370,Oramouth,4
351,56,0.09,4.98,78,Shanellechester,4
71,52,0.11,0.31,28,Williamsonfurt,3
294,78,0.12,2.96,800,East Janick,2
147,39,0.09,1.09,46,O'Haratown,6
69,55,0.08,0.78,562,New Vito,3
327,71,0.10,0.76,69,Stammshire,2
289,56,0.09,1.98,263,Mozelleview,2
122,45,0.10,4.69,921,Port Pietro,2
186,42,0.1,4.81,196,South Stacy,5
93,30,0.10,0.93,761,Gradymouth,5
121,41,0.11,0.03,405,West Neldaview,8
173,61,0.12,3.31,286,Friesenstad,6
300,28,0.12,4.79,977,Lake Emmanuel,10
342,70,0.12,2.22,453,Port Hilton,7
346,39,0.12,3.46,352,Port Alexandro,4
316,75,0.12,4.09,54,Fayville,7
143,40,0.09,4.5,92,Effertzside,4
317,46,0.09,1.44,656,Candaceland,4
329,38,0.09,3.3,626,South Floydstad,2
130,51,0.11,1.73,251,Dustinport,8
79,54,0.08,1.86,367,Anikaberg,2
138,59,0.08,1.28,200,East Rickshire,5
85,30,0.09,2.06,350,Evafurt,4
193,56,0.13,0.36,569,Elizabethtown,3
254,40,0.12,3.86,462,East Bustermouth,10
350,73,0.11,4.7,343,Mathiasberg,8
195,42,0.1,3.65,545,Millstown,9
185,62,0.10,3.89,901,Mosciskitown,4
342,43,0.12,2.74,931,Beerchester,8
349,62,0.08,3.64,733,East Jeromy,10
71,72,0.09,1.91,389,Lake Roxannefurt,8
72,70,0.12,4.61,625,West Grayson,2
336,33,0.09,3.81,756,New Delbertbury,3
302,77,0.08,1.32,178,Jacobsonburgh,5
192,78,0.12,3.09,359,West Ashleighmouth,4
112,22,0.08,2.74,93,New Kurtborough,7
195,37,0.09,1.5,325,Brayanburgh,6
212,44,0.12,4.36,795,South Deshaunhaven,4
103,45,0.12,1.62,511,Lake Jennie,4
265,72,0.08,1.11,446,Krajcikbury,9
166,30,0.10,0.77,775,New Shanna,3
184,24,0.12,4.25,432,North Kyliemouth,7
98,55,0.12,0.99,978,Ilaland,4
258,41,0.09,1.61,162,New Zitaland,4
78,61,0.11,2.29,882,Ryanberg,5
114,63,0.11,1.54,117,Reynoldsberg,3
119,63,0.12,1.57,198,Brakusstad,8
107,50,0.09,0.04,867,South Easter,2
83,28,0.10,1.42,152,Harveyfurt,8
192,58,0.09,3.64,830,North Mallie,10
110,28,0.08,3.09,531,South Harleyton,9
222,40,0.09,4.94,306,East Lily,2
98,32,0.10,2.94,611,New Aaron,2
285,58,0.09,0.9,114,Jonathontown,9
168,47,0.10,4.16,288,Isidrofort,3
188,59,0.10,1.76,887,Londonhaven,8
182,37,0.11,2.17,606,Port Jamirport,9
354,78,0.09,1.1,438,North Cristopher,9
158,21,0.10,1.03,867,Streichchester,2
151,75,0.09,0.23,836,Adamstad,9
324,51,0.11,2.5,911,New Brittanytown,5
151,34,0.1,2.07,172,Moisesville,2
331,41,0.08,2.95,674,New Antonia,5
163,33,0.10,4.17,579,Donnystad,4
172,28,0.08,3.3,160,New Jerome,3
124,56,0.09,4.39,223,Port Albertoside,10
286,64,0.10,2.81,221,Port Jessika,6
260,76,0.12,1.55,720,West Maria,5
252,37,0.10,3.87,886,New Robinbury,9
180,51,0.12,2.63,989,Gusikowskiville,7
349,76,0.12,1.38,129,West Jaymeshire,3
292,79,0.08,2.04,920,Percyhaven,10
335,78,0.11,4.62,215,Corwinmouth,7
280,63,0.12,1.96,890,North Kelsiton,6
100,58,0.09,2.85,200,South Eino,7
119,75,0.11,2.9,840,South Levi,6
124,79,0.08,1.47,451,O'Harachester,9
318,72,0.09,0.91,55,South Richie,2
184,39,0.09,4.17,395,South Chad,8
161,59,0.08,1.33,100,Mariettatown,3
88,60,0.09,0.26,337,West Katrineport,6
315,71,0.10,4.14,740,Corineville,5
180,37,0.10,0.57,807,West Donnabury,8
123,26,0.11,1.2,602,North Robynland,3
141,69,0.10,4.87,296,Alexysside,10
137,71,0.09,1.73,427,O'Connellburgh,2
93,76,0.10,2.64,529,Waynemouth,5
63,78,0.09,2.02,87,West Devon,8
71,41,0.09,0.9,990,Bauchshire,4
131,28,0.08,3.91,466,Melbahaven,3
163,42,0.11,2.47,638,Kaylamouth,6
76,46,0.12,1.99,849,Lake Brock,8
120,49,0.10,3.29,828,Port Marionhaven,4
244,77,0.08,2.41,903,Geovanyfort,5
286,64,0.10,4.22,89,Mayertport,3
66,74,0.08,3.56,953,Lake Krismouth,9
193,40,0.12,0.49,814,North Normaland,7
212,80,0.11,2.62,513,Treshire,8
208,67,0.11,1.26,797,Emardshire,7
259,38,0.08,0.48,778,Leilaborough,10
89,74,0.11,0.36,638,New Laurencefurt,7
87,31,0.12,0.04,264,East Mitchellberg,4
119,56,0.09,3.51,211,Lake Asia,8
194,43,0.09,1.25,622,Streichmouth,4
223,32,0.08,1.41,758,Port Johnathan,10
273,35,0.08,2.66,744,Sabrynahaven,10
244,37,0.12,2.48,223,Bernardofort,5
286,75,0.11,0.1,967,Orashire,9
90,62,0.12,0.51,191,West Priscilla,5
138,58,0.09,1.83,579,Herthatown,2
79,50,0.12,4.09,441,Kaitlinburgh,8
138,64,0.09,4.04,79,North Dangelo,7
231,69,0.12,1.65,595,North Tracey,10
314,38,0.10,1.43,417,Lake Rosemarie,7
253,57,0.08,2.33,854,Michelleland,7
336,58,0.11,2.88,743,South Verniceton,3
74,22,0.11,3.62,566,Turcotteport,3
150,50,0.11,1.89,183,East Cordellville,9
170,51,0.10,2.46,504,Cordiatown,8
231,72,0.10,4.21,243,South Boland,7
172,39,0.11,2.36,787,New Danial,5
243,64,0.08,2.29,423,North Eviemouth,7
180,62,0.10,3.45,671,West Martin,7
300,63,0.08,0.93,652,North Rosalia,4
193,46,0.09,4.13,248,New Edville,7
131,34,0.11,3.31,627,Lefflerchester,10
258,64,0.09,2.41,172,West Leopoldo,5
219,36,0.11,0.63,301,North Ressie,10
359,65,0.10,3.64,587,Delphaview,6
238,71,0.09,1.41,360,Gusttown,5
291,24,0.10,1.83,155,Gulgowskishire,2
350,80,0.10,4.82,537,New Caroline,9
145,60,0.08,0.3,285,Tiastad,4
196,64,0.10,1.92,262,Pollichtown,10
278,77,0.10,3.56,426,East Maverickfurt,5
117,28,0.08,1.96,517,Lake Alanis,3
151,68,0.08,0.94,499,New Maymieview,10
174,39,0.08,3.99,4,New Helene,7
70,60,0.08,2.04,406,McLaughlinside,5
158,32,0.08,3.55,720,Port Devynstad,2
233,26,0.08,4.68,177,North Lewis,6
286,44,0.1,4.78,218,Mayachester,7
296,71,0.08,2.43,211,New Jadebury,6
331,52,0.08,0.54,133,South Maynardside,2
119,63,0.09,0.49,845,New Isaiahshire,2
322,23,0.10,0.28,526,Bradtkeshire,4
176,50,0.10,3.42,625,South Kennedyton,2
300,37,0.08,3.13,552,Jaynestad,8
188,53,0.12,4.94,522,East Kelley,7
237,65,0.10,0.65,113,Lake Irving,4
230,44,0.08,0.65,347,Mooremouth,7
232,45,0.08,4.07,649,Toymouth,2
156,41,0.09,1.64,414,Kuphalside,6
115,66,0.09,1.75,967,East Travisfort,3
156,59,0.09,1.29,883,Hudsonton,7
107,61,0.10,0.97,621,Donaldberg,8
75,47,0.09,3.69,426,New Arnefort,9
359,75,0.12,3.53,738,Rodland,8
93,71,0.10,2.05,986,Jamisonport,4
91,64,0.09,4.8,329,MacGyverside,5
194,41,0.11,3.28,924,New Blanche,4
215,57,0.09,3.72,514,New Christop,5
199,29,0.11,4.18,779,Grimesfort,2
210,56,0.09,4.16,512,Bernhardburgh,4
304,76,0.12,0.22,401,Port Staceystad,2
243,60,0.12,1,655,Kaelaport,4
224,48,0.08,0.64,369,Madilynstad,4
119,63,0.1,4.06,644,South Salma,3
72,59,0.11,3.91,34,East Carsonbury,5
125,67,0.08,2.19,9,Katherinestad,4
182,28,0.10,1.67,429,West Jamal,8
256,75,0.11,1.27,769,North Trace,5
104,43,0.12,2.26,399,West Linnieport,2
195,24,0.10,3.95,972,Daltonshire,9
337,52,0.12,0.11,947,North Richieton,2
324,52,0.12,0.96,120,Oletamouth,7
78,36,0.11,0.48,530,Schambergerfurt,5
156,56,0.08,3,417,Hermanchester,4
358,58,0.10,3.12,759,New Crystel,6
70,67,0.12,4.37,397,East Lisette,5
339,74,0.08,3.68,330,Lake Casimir,9
273,34,0.11,0.43,417,Kathlynborough,2
234,80,0.08,2.68,340,Uriahborough,5
64,69,0.09,0.09,410,Port Bufordview,2
117,24,0.11,3.04,96,Evamouth,5
173,29,0.1,2.4,469,Port Filiberto,7
224,36,0.09,3.62,771,East Cassandrafurt,3
346,75,0.09,1.5,311,Port Katheryn,10
173,76,0.09,4.62,650,East Celine,9
244,31,0.08,1.97,757,East Vellaside,2
357,25,0.10,1.32,174,Damionton,6
337,44,0.1,3.74,400,Welchfurt,9
274,68,0.13,4.22,667,Dietrichville,4
202,51,0.11,2.62,329,South Akeemstad,6
101,40,0.10,3.33,770,Schneiderborough,4
98,57,0.12,1.38,116,Port Joshua,10
315,61,0.13,2.93,54,Lake Amir,4
297,26,0.12,2.65,62,Howellmouth,3
226,74,0.09,3.26,659,Tevinville,3
179,38,0.11,0.15,922,Port Brendanberg,2
150,44,0.11,1.33,294,North Vernerberg,7
243,46,0.09,1.61,747,Darionside,4
65,24,0.11,3.65,391,Orieville,4
230,34,0.08,3.24,747,Edstad,9
265,23,0.09,4.35,489,Emmanuelmouth,8
163,49,0.12,4.85,852,East Audreannehaven,9
221,35,0.11,4.05,44,Port Treyfurt,9
198,29,0.12,4.56,94,East Shaneville,6
355,44,0.09,4.71,848,Connstad,8
139,63,0.09,4.51,747,South Katelin,6
161,43,0.09,0.9,652,Pamelaport,8
242,61,0.08,1.5,484,Farrellton,6
107,30,0.12,0.17,686,Strackestad,8
166,22,0.12,1.86,230,Adamshaven,4
160,47,0.10,0.79,403,Carrollmouth,9
193,35,0.09,4.78,681,Lake Anne,3
71,49,0.11,1.32,503,New Deventown,10
86,22,0.11,3.55,857,Thompsonhaven,7
321,38,0.12,0.6,519,Mayerburgh,4
244,26,0.09,1.2,806,South Kattiechester,3
85,50,0.11,4.85,176,East Darrickfort,3
235,60,0.10,4.17,251,Shadport,4
176,63,0.12,4.08,258,Port Faye,10
141,79,0.10,3.79,854,East Devonmouth,8
145,39,0.10,0.87,877,Millieside,9
348,70,0.11,1.59,633,Elbertburgh,5
197,64,0.11,1.45,930,Port Titostad,3
333,28,0.08,3.4,544,Quitzonburgh,7
120,46,0.08,3.82,527,New Roderick,9
230,57,0.12,4.31,280,Port Gagebury,5
272,36,0.12,0.54,933,East Zaneshire,9
221,39,0.08,0.59,122,New Lola,6
232,23,0.10,3.14,659,North Shanellehaven,9
180,76,0.08,3.85,241,Port Tevin,9
121,61,0.08,4.26,791,West Ryannmouth,6
101,36,0.08,4.07,125,North Waltonchester,6
178,57,0.11,1.81,475,West Frederiqueside,2
257,53,0.11,3.12,716,Jaquelineview,9
113,27,0.08,4.62,76,West Raleighview,10
213,53,0.09,3.95,808,Port Leoratown,4
309,23,0.11,2.13,755,South Maystad,5
296,78,0.11,0.83,556,North Jensenbury,4
287,69,0.12,4.72,774,Lake Bailee,3
167,77,0.12,3.82,997,Jackiefort,2
336,44,0.11,1.99,937,Effertzville,8
193,44,0.1,3.91,489,New Lavinabury,7
168,32,0.09,4.47,749,New Meredithland,7
206,69,0.11,3.94,832,West Melvin,8
178,74,0.09,1.56,385,Port Jeffryfort,5
357,38,0.09,3.71,257,Port Susannahaven,6
75,31,0.11,4.88,193,Dooleyland,2
96,40,0.09,1.62,688,Port Brielletown,4
234,68,0.09,0.39,628,South Jedediah,10
247,62,0.10,1.14,380,Raymundoton,6
235,25,0.13,4.18,208,West Charlesbury,4
266,70,0.09,0.61,474,Sarahstad,10
247,25,0.09,0.59,118,Feeneyfort,4
131,54,0.11,4.9,675,Port Rubenport,6
206,70,0.12,4.95,837,Port Chelsiebury,5
115,55,0.11,0.76,437,South Lavernaton,4
105,45,0.12,4.19,610,New Humbertoshire,4
102,23,0.08,2.03,162,North Sibyl,9
324,77,0.10,4.23,251,Port Alvera,9
230,73,0.09,1.57,445,Strosintown,3
141,67,0.09,3.08,389,Hammeston,4
79,62,0.09,2.96,168,Hermistonmouth,2
279,29,0.10,4.07,313,East Kayleighbury,10
206,43,0.10,3.49,482,West Naomie,3
89,33,0.09,3.24,649,New Margotmouth,10
299,58,0.08,0.23,688,South Esteban,2
113,45,0.12,1.5,191,Mayertside,10
132,57,0.11,1.49,246,South Kristinaville,10
237,46,0.12,3.28,923,North Baileyshire,6
277,60,0.12,0.74,363,East Johnnyburgh,3
182,52,0.10,3.61,384,Zulaufshire,7
329,61,0.10,3.27,745,East Kari,4
198,58,0.12,3.46,83,Port Ernestine,6
78,78,0.09,1.72,653,Port Darrinhaven,6
72,59,0.08,4.07,955,Karlberg,8
287,42,0.09,2.34,197,New Camilleborough,3
203,72,0.11,1.91,171,North Sandrine,5
118,68,0.08,0.5,429,New Omer,9
251,38,0.13,1.91,630,Lake Lorenchester,9
168,29,0.08,3.91,96,Rohanchester,5
325,40,0.11,4.77,175,Weissnatmouth,4
349,47,0.12,2.48,690,Reingerport,3
271,49,0.12,1.52,24,Beierfurt,3
315,47,0.11,0.68,705,Loyalfurt,9
358,51,0.12,3.43,172,Jaskolskishire,10
125,49,0.11,0,55,East Brianborough,10
313,71,0.10,2.01,919,South Margeborough,8
119,54,0.11,1.05,55,New Dillonview,5
146,66,0.11,4.98,94,Greenholtland,4
322,37,0.09,1.33,283,West Bettiechester,10
185,53,0.10,0.39,184,McDermottmouth,9
125,49,0.12,0.43,410,Rogershaven,4
275,56,0.09,4.65,985,Port Kelli,3
81,60,0.12,1.84,746,Lake Marquise,9
139,49,0.11,1.17,398,Donnellymouth,3
140,45,0.09,1.43,109,Lindview,2
168,50,0.08,3.07,847,East Isaacborough,9
97,28,0.09,3.27,93,Danikaport,7
356,57,0.08,3.37,461,North Marta,10
248,24,0.12,3.91,866,Goodwinland,9
181,48,0.09,0.14,169,Toyburgh,6
90,67,0.12,0.77,146,Lake Darren,8
67,60,0.08,0.28,686,Karleyside,6
88,24,0.12,2.31,830,North Davin,2
99,69,0.09,2.83,492,Farrellchester,10
63,71,0.09,3.45,78,Port Emmett,4
110,34,0.10,0.78,277,West Jacksonfurt,2
262,37,0.12,1.96,104,Port Jarred,5
358,40,0.12,2.08,948,Harveychester,7
165,53,0.08,1.81,655,North Rey,5
128,77,0.11,4.04,514,East Elsie,6
220,38,0.09,0.88,18,Colechester,8
143,48,0.12,2.67,672,Paucekshire,3
222,55,0.08,4.6,506,Gladycechester,10
86,64,0.11,2.6,670,D'Amorefort,6
242,37,0.12,4.28,53,Garrisonchester,2
100,44,0.12,3.74,632,Pabloberg,8
277,48,0.12,0.03,738,Bodehaven,10
238,36,0.11,0.6,356,North Vivianetown,7
128,62,0.11,0.8,170,South Macey,8
238,27,0.12,1.16,661,Corwinland,3
297,55,0.08,3.48,922,Cartwrightfort,2
332,33,0.09,1.31,444,Farrellfort,9
265,51,0.09,3.62,174,Jaycemouth,9
121,54,0.11,2.39,558,New Lou,4
299,31,0.13,1.96,937,Lakinside,5
207,64,0.08,2.37,832,North Domenick,5
277,72,0.11,3.27,297,Schambergerhaven,7
327,69,0.10,1.87,158,East Zenaborough,10
278,39,0.08,4.26,668,Lake Alessiafurt,9
148,61,0.11,0.45,908,Timothyfurt,6
204,44,0.09,0.02,713,Franeckifurt,3
305,66,0.08,1.67,335,East Jason,10
201,59,0.09,3.4,787,South Marietta,2
202,54,0.11,2.34,475,Runtefort,3
165,21,0.12,3.01,403,Rockyside,3
130,71,0.08,4.8,695,New Kathryne,2
196,40,0.09,0.04,98,South Hillardtown,10
127,52,0.12,2.78,747,New Oceanestad,2
290,26,0.09,0.95,636,South Mariamshire,3
125,35,0.09,3.63,131,Lakinside,6
337,56,0.11,3.14,534,Lake D'angeloshire,3
295,75,0.08,3.31,426,South Oswaldoport,3
298,67,0.09,3.26,282,South Annabelle,8
92,64,0.12,2.96,45,New Isabelle,6
97,33,0.12,1.54,891,West Marcelina,6
331,60,0.12,4.55,225,Ebertport,2
163,32,0.10,1.1,513,Lubowitzport,4
291,61,0.11,2.87,363,Kurtisbury,7
248,51,0.09,3.84,113,Joshuabury,9
178,37,0.10,3.06,614,West Kayliland,6
159,22,0.11,2.43,488,Lake Clifford,5
350,80,0.08,1.75,442,Adahview,3
122,56,0.11,3.5,323,North Hulda,4
76,39,0.12,4.93,477,Melanyfurt,5
219,50,0.09,2.01,86,North Hortense,5
95,43,0.10,4.55,81,New Alvisville,5
131,30,0.11,2.35,18,Hughland,5
62,49,0.10,1.72,973,New General,10
332,63,0.09,1.26,840,Woodrowchester,10
181,68,0.11,1.65,534,East Jessyshire,6
92,47,0.13,3.48,962,Lake Christiana,2
108,73,0.08,4.28,908,Athenachester,3
201,64,0.10,2.82,34,North Tannerland,8
122,70,0.11,2.45,271,Purdyfurt,2
335,45,0.12,3.18,399,Lake Neoma,2
162,74,0.09,4.03,133,Feilville,10
175,32,0.08,4.17,566,Hansview,5
154,32,0.09,4.36,203,South Eli,5
189,52,0.11,4.32,829,North Jaydefort,6
146,79,0.09,2.92,780,Thelmafurt,2
329,34,0.11,0.46,155,New Ciara,3
232,32,0.11,2.64,380,Skyemouth,5
120,31,0.08,1.16,869,Ankundingland,3
187,32,0.12,0.69,841,Port Gertrude,8
325,50,0.09,0.78,489,Lake Astrid,3
82,33,0.09,2.44,156,Labadiebury,3
343,46,0.10,0.53,384,New Jeff,9
317,35,0.09,2.28,655,West Marguerite,8
257,22,0.12,4.16,868,South Dino,9
118,39,0.09,4.04,116,Kleinton,6
274,62,0.11,4.94,939,Leuschketon,6
147,75,0.08,3.94,431,East Mina,6
155,27,0.08,4.76,872,North Faye,3
207,42,0.09,1.74,693,West Elwin,8
247,80,0.08,3.09,24,Aleenview,4
151,76,0.09,1.42,857,East Erinborough,9
349,38,0.10,2.13,294,Cyrilmouth,4
74,32,0.12,4.51,307,Goodwinview,3
301,71,0.10,2.52,636,East Edythe,4
291,31,0.11,2.08,739,Hegmannbury,4
174,50,0.12,1.17,931,Port Adahport,10
281,64,0.13,3.39,254,New Lilly,9
166,72,0.09,4.97,104,South Lora,9
120,64,0.09,3.01,727,Brookberg,10
181,37,0.12,3.58,338,South Elnahaven,10
330,67,0.11,4.19,19,North Aronburgh,6
227,70,0.12,2.31,933,Albinamouth,9
114,31,0.10,4.5,768,North Ariannaville,5
255,37,0.13,0.34,413,Reubenland,7
206,60,0.10,2.5,150,Port Elenormouth,2
292,46,0.10,0.93,247,South Jordyn,9
251,60,0.09,4.68,999,New Meredithfort,10
99,37,0.11,3.07,810,Claudiafort,9
89,22,0.09,3.03,120,Grantchester,3
106,68,0.12,2.45,719,South Carolyn,8
169,62,0.10,0.51,7,East Kristoffermouth,10
321,47,0.09,4.68,832,West Bo,5
155,58,0.12,4.49,149,Tremblayton,4
133,32,0.11,0.38,29,Schustershire,2
229,43,0.11,1.43,169,Kennedistad,3
284,70,0.12,1.5,589,Maximilianland,9
297,61,0.12,1.2,689,Jacklynton,9
137,27,0.12,2.29,937,Jadenview,4
246,55,0.12,2.01,29,Port Eliseo,2
250,78,0.09,4.13,695,Port Rosemary,6
294,23,0.09,1.61,154,Leuschkefurt,5
184,60,0.09,2.47,495,South Ubaldohaven,9
130,62,0.12,0.25,755,Raufurt,8
98,41,0.1,3.96,776,East Gageburgh,5
87,48,0.12,3.02,331,Noelstad,2
159,50,0.11,2.26,107,Reaganville,8
157,52,0.08,4.23,412,East Fausto,2
286,36,0.09,1.66,279,Jaydeside,3
181,22,0.11,1.89,418,Blairfurt,6
176,35,0.09,0.14,138,Schaeferburgh,5
231,66,0.08,2.98,178,Ricofort,10
355,66,0.11,4.27,293,Sigurdmouth,6
232,38,0.12,2.79,308,New Emmy,7
138,32,0.09,3.78,748,Bechtelarstad,8
222,71,0.09,4.24,676,Nikolausstad,4
219,77,0.12,3.37,26,North Alexander,3
198,69,0.12,0.1,98,Lake Krystal,10
172,22,0.11,2.28,305,East Jude,7
138,45,0.10,0.92,891,West Carmine,5
189,29,0.11,3.29,752,West Mariettaside,10
130,40,0.11,2.58,636,West Alyciahaven,10
296,51,0.09,4.87,316,Weldonberg,10
138,37,0.10,2.88,794,Raynorberg,5
265,43,0.09,1.84,611,West Bradenview,7
355,21,0.12,2.55,938,North Jamelfort,3
227,36,0.08,3.74,879,East Hassieborough,7
288,63,0.10,2.89,309,East Austin,2
118,32,0.09,3.31,568,Hermannview,7
90,29,0.11,0.84,163,Port Idella,5
303,74,0.08,4,357,East Ethylmouth,4
325,25,0.09,4.38,827,North Luella,6
182,35,0.12,0.83,859,Devynton,4
203,23,0.09,4.2,752,West Drakestad,7
301,28,0.12,0.31,8,Asashire,5
118,47,0.11,4.83,931,West Ernaville,5
262,26,0.08,4.41,107,East Lutherland,4
249,21,0.08,2.25,351,Blickfort,3
115,43,0.11,0.58,56,North Haley,6
180,49,0.11,3.41,955,East Annamouth,7
253,64,0.08,4.15,147,Ritchietown,3
82,45,0.10,0.32,251,East Cristobalberg,6
274,71,0.10,3.72,8,Stiedemannland,7
211,64,0.09,1.94,613,Rauchester,6
125,79,0.09,1.01,677,Leanneberg,4
255,45,0.1,4.26,429,Ruthieview,6
186,27,0.10,0.78,291,Kilbackview,6
118,23,0.09,0.15,825,Port Concepcionfurt,9
113,21,0.10,2.52,724,Koleland,10
256,49,0.10,0.97,10,West Hershelbury,4
351,47,0.09,0.75,250,Lake Katherineport,2
193,44,0.11,3.43,955,Ziemeshire,3
292,23,0.08,1.98,50,Emeliabury,3
288,51,0.08,4.26,690,South Rebeka,9
121,67,0.12,2.28,62,Lelandfort,4
342,39,0.08,3.82,117,New Justen,9
192,52,0.08,4.31,300,Port Justenton,9
305,49,0.12,3.41,857,North Dorthy,4
180,62,0.10,3.25,720,East Estella,9
132,52,0.10,3.04,380,Dagmarland,7
135,59,0.09,2.54,610,Lyricstad,6
150,71,0.11,3.91,604,Gunnerville,6
311,42,0.09,3.95,28,Darionstad,3
128,58,0.09,2.22,675,Noblefort,8
186,74,0.11,1.77,88,Littleberg,8
140,69,0.08,4.83,219,Marksport,2
354,38,0.09,1.31,701,North Anastasiaport,9
304,40,0.11,2.74,715,South Gloriachester,4
153,40,0.12,4.89,884,West Amelyberg,9
101,73,0.1,4.58,272,Alenaborough,2
143,28,0.11,0.4,304,Parisiantown,2
74,23,0.12,2.83,575,East Candidomouth,7
195,69,0.10,2.56,253,South Francisco,4
290,21,0.09,2.59,184,Marvinview,4
180,31,0.08,4.05,709,Port Devan,10
114,44,0.08,4.35,557,West Eleanora,8
124,35,0.12,1.61,546,Reicheltown,5
89,27,0.12,0.23,327,North Estelle,3
310,76,0.12,4.26,316,West Odastad,10
337,79,0.10,4.56,430,Lake Sebastian,2
207,67,0.10,4.54,429,West Rose,4
153,77,0.12,4.43,223,East Estelfurt,2
264,32,0.11,0.61,877,West Marcel,4
193,33,0.10,4.24,80,North Rory,2
192,45,0.12,0.77,697,North Johnmouth,4
283,54,0.09,0.7,60,Port Kylerland,8
274,44,0.09,1.65,744,West Savanah,2
127,75,0.11,0.5,980,Cletabury,3
169,44,0.09,0.59,120,Klockoshire,5
280,74,0.12,1.13,703,Port Anita,2
213,48,0.12,1.08,94,Boganshire,9
161,33,0.08,3.45,45,East Nicklausstad,8
187,36,0.10,0.52,566,Scotmouth,3
79,52,0.10,0.51,822,Lake Cleveland,9
219,58,0.08,0.89,661,South Maribel,2
288,42,0.11,1.62,819,Port Vernertown,7
338,35,0.08,4.17,483,Lindmouth,9
288,30,0.11,1.56,990,North Kamille,5
91,23,0.1,3.59,9,Florencioberg,8
73,45,0.08,1.85,701,Muhammadberg,9
300,48,0.11,0.12,385,Lake Sammyton,2
225,45,0.10,0.35,215,Shadfurt,2
279,30,0.08,1.63,434,Armstrongtown,6
317,54,0.11,2.53,899,New Melisafurt,9
233,28,0.11,4.96,580,New Erickastad,5
163,74,0.08,1.51,318,Thielview,2
